1271680475 0 0 0.000000 0 0 0 0.000000 0.000000 0.000000 0 
1271766875 2484 18911 15.226248 576 480 367 1512.949275 -0.204442 0.309213 81383 
1271853275 2489 18986 15.255926 577 478 364 1518.713540 -0.204271 0.307020 81855 
1271939675 2498 19109 15.299440 577 473 371 1525.064852 -0.203449 0.304671 82501 
1272026075 2518 19245 15.285941 578 483 370 1528.464654 -0.202713 0.301554 83465 
1272112475 2526 19352 15.322249 582 485 368 1536.448139 -0.201682 0.299110 84312 
1272198875 2529 19440 15.373665 583 475 374 1544.529063 -0.201330 0.297875 84881 
1272285275 2537 19537 15.401655 584 471 375 1551.508869 -0.201387 0.298290 85476 
1272371675 2559 19672 15.374756 588 485 376 1552.508792 -0.200531 0.294967 86124 
1272458075 2569 19792 15.408330 590 486 376 1560.198521 -0.199596 0.293379 86982 
1272544475 2579 19932 15.457154 593 482 378 1570.807290 -0.199297 0.294428 87908 
1272630875 2598 20090 15.465743 596 488 376 1576.364896 -0.198588 0.291809 88759 
1272717275 2601 20182 15.518647 597 482 378 1584.634371 -0.198227 0.290785 89350 
1272803675 2610 20266 15.529502 598 486 378 1587.363985 -0.197538 0.288368 89792 
1272890075 2618 20356 15.550802 599 488 375 1592.524064 -0.197070 0.287420 90404 
1272976475 2627 20444 15.564522 602 489 377 1597.594214 -0.196872 0.285997 90925 
1273062875 2644 20601 15.583207 603 495 379 1603.906203 -0.195905 0.283327 91953 
1273149275 2655 20739 15.622599 605 492 377 1610.919021 -0.194737 0.279970 92822 
1273235675 2673 20864 15.610924 606 497 376 1612.603068 -0.194120 0.277684 93470 
1273322075 2686 20961 15.607595 609 500 377 1615.251675 -0.193935 0.276911 93936 
1273408475 2698 21022 15.583395 609 509 378 1614.140104 -0.193728 0.275095 94314 
1273494875 2712 21108 15.566372 609 509 382 1614.067109 -0.193228 0.273106 94766 
1273581275 2726 21225 15.572267 611 514 386 1619.253852 -0.193224 0.270780 95479 
1273667675 2738 21367 15.607743 614 514 386 1629.685902 -0.193204 0.269124 96631 
1273754075 2746 21511 15.667152 614 507 388 1638.941733 -0.192521 0.268134 97403 
1273840475 2753 21615 15.702870 614 507 386 1645.954232 -0.192504 0.267406 98106 
1273926875 2766 21745 15.723066 614 504 391 1651.673174 -0.192066 0.266173 99063 
1274013275 2777 21926 15.791142 617 503 383 1665.024127 -0.191327 0.265435 100358 
1274099675 2783 22018 15.823212 619 504 379 1671.527129 -0.191071 0.264529 100900 
1274186075 2792 22167 15.878940 621 491 392 1682.497135 -0.190541 0.264653 101842 
1274272475 2805 22282 15.887344 623 498 390 1687.113725 -0.189910 0.262522 102732 
1274358875 2818 22395 15.894251 624 498 393 1689.579844 -0.188909 0.260396 103411 
1274445275 2828 22516 15.923621 628 497 389 1696.961103 -0.188695 0.259329 104007 
1274531675 2834 22606 15.953423 629 496 386 1702.362032 -0.188101 0.258215 104714 
1274618075 2841 22671 15.959873 633 495 385 1706.145723 -0.187956 0.257532 105065 
1274704475 2852 22785 15.978261 635 493 393 1711.412342 -0.187226 0.256770 105872 
1274790875 2861 22900 16.008389 638 493 392 1717.251311 -0.186616 0.255252 106501 
1274877275 2870 23029 16.048084 642 489 397 1726.291289 -0.186241 0.255903 107364 
1274963675 2885 23158 16.054073 644 493 400 1730.704333 -0.185780 0.253414 108183 
1275050075 2899 23284 16.063470 647 496 405 1736.734736 -0.185451 0.252324 109115 
