1001615559 32392 371141 22.91559644356631 7.074680140645955E-4 743 0.2811085703027779 1383.2443195850828 -0.012544868115803775 861.5578912644233 1273 1265 1053643
1002615559 32533 373795 22.979436264715826 7.063640804351355E-4 743 0.27531504153348013 1384.0501644484061 -0.011267130854057191 864.6328700668279 1180 1273 1053680
1003615559 32684 376992 23.068902215151144 7.058379651547025E-4 743 0.2687327011317989 1386.0655366540202 -0.00997232537404328 868.3225207260261 1079 1261 1053728
1004615559 32845 380091 23.144527325315877 7.046805299389806E-4 745 0.262285121860079 1387.0677424265489 -0.008507438265370877 871.8841666184792 993 1244 1053764
1005615559 32982 382899 23.2186647262143 7.040012348386738E-4 745 0.25674986423777174 1388.6306470195864 -0.007400605168618827 875.0988515590682 925 1222 1053798
1006615559 33145 386150 23.300648664957006 7.030125713540009E-4 745 0.25073119098054675 1390.3791220395233 -0.006090859633386612 878.8060081724522 833 1194 1053847
1007615559 33372 389918 23.36797315114467 7.002479143910782E-4 745 0.2436494559959015 1390.2520076711014 -0.004395000726698503 883.0832350350673 769 1143 1053884
1008615559 33512 392924 23.44974934351874 6.997627448753765E-4 745 0.23894416777141333 1392.0368226306994 -0.003025429435059837 886.480682248632 724 1115 1053941
1009615559 33631 395596 23.525675715857393 6.995443269657268E-4 745 0.2347067787093512 1394.4767030418363 -0.0023214753591836988 889.4897413686118 672 1101 1053982
1010615559 33709 396965 23.552463733720966 6.987202958858717E-4 746 0.23244688282437959 1394.6047049749325 -0.001696704434625372 891.0274967698808 648 1088 1054005
1011615559 33833 400231 23.65920846510803 6.993145089000955E-4 746 0.2278398811271586 1404.8562645937398 -0.004511924501267864 894.6854195749476 597 1054 1054129
1012615559 33964 403474 23.758921210693675 6.995530786648316E-4 746 0.22327657255726974 1408.7976681191851 -0.0038561384915834656 898.3028442568798 559 1029 1054203
1013615559 34080 406550 23.858568075117372 7.000958970368078E-4 747 0.21897005346706647 1415.6903755868545 -0.005020690588325903 901.7205775626949 525 979 1054288
1014615559 34184 408687 23.91101099929792 6.995000731152303E-4 747 0.21596126609753874 1416.5252749824479 -0.004014111354075189 904.087385156988 496 958 1054314
1015615559 34326 412042 24.007574433374117 6.99419502793128E-4 747 0.21139215734691477 1421.1288818971043 -0.003865330880973249 907.7907247818739 460 916 1054378
1016615559 34343 412365 24.014500771627407 6.992749627752433E-4 747 0.21087269087315968 1421.2086888157703 -0.003721403677563874 908.1464639583199 455 907 1054383
