820800000 0 0 0.000000 0 0 0 0.000000 0.000000 0.000000 0 
821404800 9580 40320 8.417537 178 1633 1199 198.371608 0.013129 0.194161 36227 
822009600 9629 40671 8.447606 179 1629 1200 199.497559 0.013728 0.195029 36553 
822614400 9671 41092 8.497984 179 1612 1201 201.086961 0.014394 0.196312 36902 
823219200 9742 41801 8.581605 182 1589 1210 204.333812 0.015692 0.198409 37524 
823824000 9805 42469 8.662723 182 1589 1202 207.963080 0.014583 0.199255 38161 
824428800 9876 43011 8.710207 182 1586 1199 209.768732 0.015806 0.199630 38634 
825033600 9933 43619 8.782644 183 1580 1196 213.032115 0.016294 0.200653 39307 
825638400 10013 44200 8.828523 184 1583 1196 214.417258 0.017406 0.201895 39810 
826243200 10095 44809 8.877464 185 1608 1182 218.791481 0.015445 0.201100 40398 
826848000 10167 45382 8.927314 188 1600 1179 220.784696 0.016504 0.202642 40928 
827452800 10235 46020 8.992672 188 1595 1174 223.574988 0.017909 0.202832 41574 
828057600 10296 46662 9.064103 191 1570 1192 227.932984 0.019131 0.204152 42195 
828662400 10362 47248 9.119475 193 1555 1202 230.296661 0.020463 0.205294 42710 
829267200 10415 47644 9.149112 194 1556 1208 231.604801 0.021555 0.206118 43066 
829872000 10482 48220 9.200534 196 1546 1218 233.895249 0.022505 0.206948 43553 
830476800 10544 48765 9.249810 196 1542 1225 236.849583 0.024795 0.207488 44091 
831081600 10620 49380 9.299435 197 1544 1231 239.600565 0.026156 0.208341 44738 
831686400 10679 49860 9.337953 198 1539 1234 241.039798 0.026994 0.209259 45164 
832291200 10765 50465 9.375755 199 1547 1244 242.719554 0.027741 0.209948 45670 
832896000 10822 51056 9.435594 199 1531 1247 245.829422 0.029675 0.210864 46260 
833500800 10882 51476 9.460761 200 1530 1255 246.634258 0.030326 0.211106 46609 
834105600 10967 52298 9.537339 202 1522 1261 250.209173 0.030905 0.211122 47326 
834710400 11040 52978 9.597464 203 1510 1262 253.536232 0.031817 0.212986 48021 
835315200 11125 53720 9.657528 205 1510 1271 256.537348 0.033014 0.213367 48765 
835920000 11190 54354 9.714745 206 1499 1272 258.727614 0.033483 0.213740 49305 
836524800 11268 54945 9.752396 208 1511 1260 260.249201 0.034309 0.213496 49842 
837129600 11326 55396 9.782094 208 1503 1258 261.583966 0.035377 0.214146 50255 
837734400 11398 55948 9.817161 210 1503 1249 262.805404 0.036129 0.214470 50690 
838339200 11472 56637 9.873954 212 1504 1245 265.328801 0.036270 0.214640 51326 
838944000 11534 57255 9.928039 214 1493 1236 267.622854 0.036973 0.215081 51859 
839548800 11608 57966 9.987250 214 1487 1238 270.014128 0.037681 0.215621 52475 
840153600 11680 58498 10.016781 215 1485 1240 271.105479 0.037996 0.215885 52906 
840758400 11770 59231 10.064741 216 1481 1243 273.159218 0.038141 0.216594 53507 
841363200 11849 59742 10.083889 217 1477 1255 273.959659 0.038795 0.217752 53888 
841968000 11914 60337 10.128756 217 1473 1254 275.426389 0.039581 0.217762 54361 
842572800 11988 61141 10.200367 218 1472 1245 278.737237 0.040750 0.217494 55083 
843177600 12069 61834 10.246748 218 1462 1253 280.668324 0.041214 0.218096 55617 
843782400 12163 62792 10.325084 219 1452 1257 284.208172 0.042449 0.218516 56479 
844387200 12248 63697 10.401208 221 1446 1260 287.966525 0.044138 0.218492 57286 
844992000 12333 64524 10.463634 222 1441 1265 290.708830 0.044798 0.218098 58008 
845596800 12416 65422 10.538338 222 1421 1262 293.878061 0.045511 0.218664 58830 
846201600 12503 66489 10.635687 223 1412 1265 300.241542 0.045868 0.218363 59841 
846806400 12580 67176 10.679809 223 1394 1274 302.080127 0.046226 0.219122 60390 
847411200 12658 68026 10.748301 223 1386 1274 305.340180 0.047064 0.219387 61135 
848016000 12718 68648 10.795408 223 1376 1274 307.495046 0.047105 0.219351 61645 
848620800 12777 69135 10.821789 223 1372 1282 308.524693 0.047594 0.219937 62020 
849225600 12855 69961 10.884636 223 1359 1280 311.167483 0.047725 0.220063 62702 
849830400 12925 70833 10.960619 223 1344 1281 315.038143 0.048683 0.220463 63481 
850435200 13007 71783 11.037595 225 1347 1271 318.831552 0.048911 0.219514 64301 
851040000 13082 72633 11.104265 225 1327 1285 321.747592 0.049393 0.219757 65055 
851644800 13129 73211 11.152563 226 1320 1292 324.050270 0.049952 0.219767 65591 
852249600 13159 73490 11.169542 226 1312 1290 324.820275 0.049977 0.220232 65811 
852854400 13212 74163 11.226612 227 1305 1284 327.648199 0.050506 0.219832 66476 
853459200 13266 74877 11.288557 229 1289 1300 330.699985 0.050645 0.219806 67106 
854064000 13312 75369 11.323468 229 1278 1308 332.204627 0.050800 0.220206 67530 
854668800 13383 76087 11.370694 230 1279 1303 334.167377 0.051507 0.219542 68125 
855273600 13472 76948 11.423397 233 1288 1296 337.141182 0.051585 0.219024 68868 
855878400 13529 77725 11.490132 235 1284 1292 340.855939 0.051699 0.218370 69568 
856483200 13584 78376 11.539458 237 1284 1290 343.737633 0.052514 0.218036 70178 
857088000 13649 79102 11.590886 237 1279 1290 346.468899 0.052650 0.217873 70783 
857692800 13708 79835 11.647943 240 1270 1299 349.416691 0.052967 0.217716 71427 
858297600 13774 80625 11.706839 241 1264 1297 352.588210 0.053998 0.217839 72134 
858902400 13837 81347 11.757895 243 1259 1294 355.135362 0.054456 0.217929 72764 
