997747200 0 0 0.000000 0 0 0 0.000000 0.000000 0.000000 0 
998352000 55520 195001 7.024532 1499 34143 7475 1027.304359 -0.204890 0.146776 680635 
998956800 56469 198574 7.033027 1515 34668 7674 1051.892437 -0.199865 0.145628 693274 
999561600 56872 200665 7.056724 1519 34728 7860 1060.131242 -0.198704 0.151022 698122 
1000166400 57569 203840 7.081589 1529 34939 8144 1072.703782 -0.196444 0.149810 703982 
1000771200 59532 207667 6.976651 1549 36508 8332 1062.758752 -0.195263 0.145191 709263 
1001376000 60739 211828 6.975024 1558 37188 8609 1076.453020 -0.193503 0.142971 718410 
1001980800 62286 217926 6.997592 1570 37907 9048 1108.953697 -0.189096 0.141305 735606 
1002585600 63313 221567 6.999100 1579 38395 9321 1114.536635 -0.187159 0.139458 741340 
1003190400 64791 227146 7.011653 1591 39125 9629 1125.745644 -0.183201 0.136474 752252 
1003795200 67229 235533 7.006887 1608 40367 10166 1137.991432 -0.178603 0.132446 768374 
1004400000 70225 244347 6.958975 1632 42088 10754 1150.948722 -0.172789 0.128591 785413 
1005004800 71160 248286 6.978246 1641 42465 11007 1164.228218 -0.171963 0.128105 795234 
1005609600 72255 252255 6.982354 1650 42982 11278 1174.892838 -0.169742 0.126620 805184 
1006214400 74208 258655 6.971081 1658 44022 11648 1182.679846 -0.166644 0.124600 819447 
1006819200 75797 263039 6.940618 1669 44960 11961 1186.907661 -0.165740 0.122401 828288 
1007424000 76429 266506 6.973950 1683 45060 12197 1202.133981 -0.164286 0.121925 837895 
1008028800 77197 268456 6.955089 1688 45550 12342 1201.686413 -0.164140 0.123197 842366 
1008633600 77706 270206 6.954572 1693 45761 12464 1205.589015 -0.163019 0.122738 847136 
1009238400 78598 272273 6.928242 1696 46379 12598 1203.180386 -0.161992 0.121593 850997 
1009843200 79153 273551 6.911955 1700 46748 12682 1200.816672 -0.161179 0.120710 852551 
1010448000 79755 275449 6.907379 1704 47065 12838 1206.863820 -0.159532 0.120139 857261 
1011052800 80505 278116 6.909285 1709 47428 12994 1211.190112 -0.158593 0.119309 863103 
1011657600 81334 280155 6.889001 1716 47957 13139 1209.938156 -0.157639 0.118217 866977 
1012262400 82384 283516 6.882793 1736 48533 13356 1211.435230 -0.155724 0.117324 872485 
1012867200 84172 288558 6.856389 1748 49773 13560 1222.811244 -0.153202 0.115318 887760 
1013472000 84610 290342 6.863066 1751 49923 13708 1227.568396 -0.152333 0.115034 892491 
1014076800 84732 290738 6.862531 1751 49963 13751 1228.302035 -0.152049 0.115003 893791 
1014681600 84998 291886 6.868067 1751 50086 13814 1229.827996 -0.151527 0.114616 896144 
1015286400 85496 292642 6.845747 1752 50510 13857 1225.540025 -0.151346 0.113966 896850 
1015891200 85615 293063 6.846067 1753 50553 13890 1226.067839 -0.151177 0.113874 897469 
1016496000 86111 293822 6.824262 1753 50986 13908 1221.816934 -0.151051 0.113255 897972 
1017100800 86342 294582 6.823608 1754 51133 13936 1223.472748 -0.150958 0.113094 899876 
1017705600 86436 295037 6.826716 1754 51159 13974 1225.626961 -0.150958 0.113094 901942 
1018310400 86489 295242 6.827273 1754 51187 13984 1226.833516 -0.151032 0.113061 902838 
1018915200 86506 295326 6.827873 1754 51187 13993 1227.333572 -0.151052 0.113089 903056 
1019520000 86532 295466 6.829057 1754 51180 14011 1227.478389 -0.150992 0.113086 903181 
1020124800 86548 295526 6.829181 1754 51182 14017 1227.641147 -0.150978 0.113079 903358 
1020729600 86646 296310 6.839554 1755 51196 14049 1234.268264 -0.151021 0.113186 908248 
1021334400 86714 296548 6.839680 1755 51229 14071 1234.564753 -0.150902 0.113127 908984 
1021939200 86746 296674 6.840062 1755 51246 14076 1234.828349 -0.150900 0.113079 909222 
1022544000 86791 296792 6.839234 1755 51278 14081 1235.227593 -0.150922 0.113096 909729 
1023148800 86807 296889 6.840209 1755 51273 14091 1235.466172 -0.150876 0.113081 909931 
1023753600 86823 296956 6.840492 1755 51275 14100 1235.538855 -0.150869 0.113062 910115 
1024358400 86851 297051 6.840474 1755 51288 14102 1235.641777 -0.150825 0.112974 910240 
