Timestamp NoNodes NoLinks AverageDegree MaxDeg Singletons Doubletons MeanSquaredDeg Assortativity AverageClustering TriCount 
1165073426 0 0 0.000000 0 0 0 0.000000 0.000000 0.000000 0 
1165173426 8001 18422 4.604924 46 2052 1323 42.227722 0.208028 0.090459 4141 
1165273426 8038 18564 4.619059 46 2050 1339 42.538194 0.206899 0.089619 4145 
1165373426 8076 18711 4.633730 46 2048 1352 42.827637 0.206798 0.088532 4158 
1165473426 8111 18879 4.655160 46 2049 1349 43.267908 0.206681 0.087154 4161 
1165573426 8137 18988 4.667076 46 2045 1358 43.521937 0.206936 0.086512 4166 
1165673426 8160 19095 4.680147 47 2038 1371 43.785049 0.206729 0.085668 4171 
1165773426 8181 19173 4.687202 47 2036 1376 43.952084 0.205721 0.085056 4175 
1165873426 8215 19299 4.698478 47 2043 1381 44.249544 0.204433 0.083894 4180 
1165973426 8257 19435 4.707521 47 2050 1392 44.483226 0.203024 0.082771 4185 
1166073426 8298 19602 4.724512 47 2037 1415 44.876597 0.201119 0.081837 4192 
1166173426 8328 19726 4.737272 47 2038 1418 45.146254 0.201320 0.080763 4196 
1166273426 8346 19822 4.750060 47 2037 1415 45.402348 0.201241 0.080224 4204 
1166373426 8359 19918 4.765642 48 2032 1409 45.669099 0.201051 0.079595 4210 
1166473426 8389 20042 4.778162 48 2031 1417 45.953272 0.200965 0.078938 4213 
1166573426 8415 20171 4.794058 49 2024 1426 46.326797 0.200335 0.078255 4218 
1166673426 8447 20313 4.809518 49 2020 1435 46.658222 0.199730 0.077343 4223 
1166773426 8476 20461 4.827985 49 2007 1442 47.048372 0.198775 0.076377 4225 
1166873426 8504 20566 4.836783 49 2001 1452 47.206961 0.198547 0.075793 4229 
1166973426 8516 20633 4.845702 49 1999 1447 47.390559 0.198771 0.075535 4230 
1167073426 8538 20763 4.863668 50 1996 1455 47.771375 0.199203 0.074964 4240 
1167173426 8558 20871 4.877541 50 1990 1465 48.079692 0.198200 0.074389 4244 
1167273426 8582 20982 4.889769 50 1982 1471 48.328362 0.198320 0.073848 4248 
1167373426 8612 21105 4.901301 50 1978 1480 48.597074 0.198066 0.073063 4251 
1167473426 8635 21213 4.913260 50 1977 1487 48.884308 0.198015 0.072431 4252 
1167573426 8648 21284 4.922294 51 1973 1493 49.081869 0.198122 0.071975 4254 
1167673426 8671 21385 4.932534 52 1967 1503 49.350479 0.197120 0.071378 4255 
1167773426 8697 21503 4.944924 52 1968 1508 49.612740 0.196740 0.070633 4256 
1167873426 8735 21623 4.950887 53 1985 1507 49.867888 0.196496 0.069778 4261 
1167973426 8765 21750 4.962921 53 1983 1517 50.116144 0.196276 0.069209 4262 
1168073426 8787 21837 4.970297 53 1985 1513 50.273131 0.196800 0.068550 4265 
1168173426 8813 21931 4.976966 53 1990 1517 50.483604 0.196769 0.068212 4267 
1168273426 8844 22043 4.984848 53 1995 1515 50.676843 0.196679 0.067661 4268 
1168373426 8874 22175 4.997746 53 1986 1534 51.007663 0.195798 0.066992 4275 
1168473426 8905 22305 5.009545 53 1976 1553 51.287816 0.195233 0.066571 4278 
1168573426 8934 22435 5.022386 53 1970 1565 51.587867 0.193694 0.065967 4282 
1168673426 8958 22532 5.030587 53 1969 1565 51.768475 0.192839 0.065547 4285 
1168773426 8980 22623 5.038530 53 1972 1569 51.961915 0.192306 0.065023 4286 
1168873426 9004 22704 5.043092 53 1972 1584 52.116393 0.192761 0.064721 4289 
1168973426 9035 22847 5.057443 53 1973 1586 52.488323 0.192189 0.063950 4294 
1169073426 9073 22983 5.066240 53 1976 1593 52.728094 0.192588 0.063204 4297 
1169173426 9104 23131 5.081503 53 1968 1603 53.095343 0.191664 0.062580 4303 
1169273426 9133 23254 5.092303 53 1969 1607 53.379831 0.190709 0.061985 4307 
1169373426 9152 23362 5.105332 53 1963 1615 53.653191 0.189304 0.061403 4309 
1169473426 9178 23459 5.112007 53 1966 1625 53.874482 0.188443 0.061053 4309 
1169573426 9209 23582 5.121512 53 1964 1636 54.120317 0.187794 0.060573 4310 
1169673426 9239 23733 5.137569 54 1964 1635 54.548544 0.186929 0.059908 4323 
1169773426 9280 23891 5.148922 54 1971 1637 54.869828 0.185421 0.059311 4326 
1169873426 9310 24009 5.157680 54 1970 1644 55.096241 0.185496 0.058806 4327 
1169973426 9330 24116 5.169561 54 1967 1650 55.388853 0.184865 0.058437 4333 
1170073426 9351 24229 5.182120 54 1959 1657 55.679606 0.184679 0.057939 4338 
1170173426 9380 24375 5.197228 54 1954 1655 55.998507 0.184070 0.057128 4339 
1170273426 9420 24550 5.212314 55 1956 1657 56.392569 0.182348 0.056323 4341 
1170373426 9448 24733 5.235605 55 1952 1659 56.911092 0.181647 0.055627 4347 
1170473426 9479 24909 5.255618 55 1950 1659 57.339804 0.182399 0.055009 4354 
1170573426 9508 25041 5.267354 55 1947 1667 57.639251 0.181063 0.054444 4357 
1170673426 9532 25164 5.279899 55 1949 1666 58.024129 0.180358 0.054127 4357 
1170773426 9559 25282 5.289675 55 1950 1668 58.285386 0.179457 0.053688 4357 
1170873426 9601 25431 5.297573 55 1948 1688 58.507655 0.179931 0.053081 4359 
1170973426 9630 25603 5.317342 57 1938 1700 59.042991 0.178385 0.052715 4369 
1171073426 9666 25752 5.328367 57 1940 1713 59.343058 0.178537 0.052090 4371 
1171173426 9697 25886 5.338971 57 1941 1718 59.624626 0.178374 0.051485 4372 
1171273426 9724 26026 5.352941 57 1939 1725 59.937269 0.177473 0.051066 4374 
1171373426 9748 26181 5.371563 57 1937 1720 60.366024 0.177012 0.050569 4380 
1171473426 9793 26339 5.379148 57 1942 1733 60.572654 0.176829 0.049964 4380 
1171573426 9834 26536 5.396787 57 1939 1743 61.028269 0.175895 0.049322 4381 
1171673426 9865 26659 5.404764 57 1943 1751 61.296908 0.175889 0.048971 4383 
1171773426 9879 26732 5.411884 57 1937 1755 61.423626 0.176194 0.048644 4386 
1171873426 9892 26800 5.418520 58 1933 1761 61.601698 0.175830 0.048375 4387 
1171973426 9907 26878 5.426062 59 1929 1765 61.804986 0.175936 0.048209 4389 
1172073426 9924 26973 5.435913 60 1928 1769 62.049577 0.176303 0.047940 4389 
1172173426 9956 27135 5.450984 60 1930 1770 62.480112 0.176505 0.047423 4393 
1172273426 9982 27314 5.472651 60 1921 1776 63.010819 0.176042 0.046921 4394 
1172373426 10006 27430 5.482710 60 1919 1777 63.326404 0.175020 0.046835 4397 
1172473426 10038 27571 5.493325 60 1919 1786 63.630803 0.174372 0.046363 4400 
1172573426 10072 27771 5.514496 60 1911 1790 64.191025 0.172558 0.045855 4403 
1172673426 10105 27937 5.529342 60 1904 1804 64.563879 0.172414 0.045459 4405 
1172773426 10132 28128 5.552310 62 1898 1802 65.136992 0.171884 0.044767 4407 
1172873426 10164 28290 5.566706 62 1900 1810 65.519874 0.171757 0.044322 4414 
1172973426 10186 28381 5.572551 62 1908 1811 65.752798 0.171241 0.044169 4417 
1173073426 10221 28541 5.584776 62 1906 1809 66.101556 0.171410 0.043790 4426 
1173173426 10252 28736 5.605931 63 1898 1812 66.626219 0.171224 0.043416 4431 
1173273426 10283 28917 5.624234 63 1888 1816 67.076729 0.170069 0.042924 4436 
1173373426 10310 29095 5.644035 63 1880 1823 67.586421 0.169127 0.042535 4441 
1173473426 10344 29265 5.658353 63 1880 1836 68.051624 0.168193 0.042132 4446 
1173573426 10365 29382 5.669465 64 1873 1840 68.378196 0.167872 0.041897 4450 
1173673426 10383 29486 5.679669 65 1867 1839 68.630068 0.167878 0.041657 4453 
1173773426 10415 29650 5.693711 65 1876 1834 69.066539 0.167257 0.041221 4455 
1173873426 10451 29809 5.704526 65 1877 1848 69.386853 0.166336 0.040898 4459 
1173973426 10473 29988 5.726726 65 1873 1846 69.955887 0.166591 0.040554 4469 
1174073426 10507 30141 5.737318 65 1877 1851 70.287237 0.165437 0.040217 4471 
1174173426 10529 30275 5.750784 65 1876 1850 70.684585 0.165414 0.039986 4477 
1174273426 10548 30401 5.764316 65 1870 1860 71.071862 0.164698 0.039682 4479 
1174373426 10585 30585 5.778932 65 1867 1865 71.517808 0.163812 0.039210 4483 
1174473426 10616 30730 5.789375 65 1872 1862 71.867935 0.163256 0.038850 4486 
1174573426 10641 30891 5.806033 65 1863 1873 72.353350 0.163315 0.038528 4491 
1174673426 10673 31063 5.820856 65 1861 1871 72.714513 0.163856 0.038081 4493 
