820800000 0 0 0.000000 0 0 0 0.000000 0.000000 0.000000 0 
821800000 9608 40476 8.425479 179 1623 1197 198.496461 0.012273 0.193283 36100 
822800000 9684 41165 8.501652 180 1598 1200 201.068567 0.012104 0.193193 36351 
823800000 9802 42400 8.651296 181 1578 1210 207.956131 0.011907 0.192330 36846 
824800000 9899 43254 8.739065 183 1586 1194 211.537933 0.010878 0.190401 37193 
825800000 10029 44457 8.865690 185 1577 1198 218.827002 0.007985 0.189457 37701 
826800000 10164 45355 8.924636 189 1595 1212 221.595828 0.007084 0.187980 38031 
827800000 10269 46370 9.031064 191 1574 1227 228.129906 0.004115 0.187491 38455 
828800000 10368 47275 9.119406 191 1544 1256 231.504823 0.004802 0.188563 38797 
829800000 10474 48180 9.199924 193 1540 1260 234.859271 0.005181 0.187043 39122 
830800000 10571 49028 9.275944 193 1548 1258 239.201968 0.004285 0.186091 39474 
831800000 10693 49978 9.347798 194 1543 1261 242.445338 0.004265 0.185828 39839 
832800000 10810 50920 9.420907 195 1549 1271 246.392969 0.004137 0.184596 40197 
833800000 10905 51697 9.481339 197 1546 1272 249.135809 0.005046 0.183956 40482 
834800000 11051 53073 9.605104 199 1538 1273 255.827889 0.004411 0.182196 41046 
835800000 11168 54187 9.703976 201 1530 1287 260.383775 0.004756 0.180999 41482 
836800000 11282 55087 9.765467 203 1521 1305 263.063464 0.005245 0.180093 41800 
837800000 11408 56008 9.819074 205 1512 1321 265.530856 0.005253 0.179353 42120 
838800000 11516 57039 9.906044 207 1492 1332 269.204932 0.005962 0.178197 42511 
839800000 11630 58067 9.985727 208 1477 1333 272.785039 0.006084 0.177686 42886 
840800000 11776 59259 10.064368 210 1473 1329 275.970448 0.006622 0.176555 43327 
841800000 11888 60082 10.108008 210 1461 1338 277.776918 0.007100 0.175922 43643 
842800000 12007 61301 10.210877 212 1460 1321 282.214375 0.007878 0.175052 44148 
843800000 12165 62837 10.330785 213 1448 1331 287.719194 0.008075 0.174876 44776 
844800000 12303 64215 10.438917 215 1441 1335 293.095343 0.007995 0.174300 45346 
845800000 12437 65584 10.546595 217 1432 1332 298.256814 0.007728 0.173018 45904 
846800000 12579 67175 10.680499 217 1427 1312 306.288894 0.007928 0.172805 46647 
847800000 12695 68406 10.776841 220 1411 1319 310.943048 0.007907 0.172537 47170 
848800000 12789 69261 10.831339 220 1408 1315 313.368676 0.008064 0.171986 47504 
849800000 12920 70734 10.949536 222 1391 1315 319.665325 0.008049 0.172000 48169 
850800000 13040 72174 11.069632 225 1382 1319 325.969325 0.008154 0.171399 48820 
851800000 13138 73272 11.154209 227 1364 1325 329.622317 0.008455 0.170753 49242 
852800000 13205 74117 11.225596 228 1355 1322 333.326770 0.008500 0.170186 49604 
853800000 13283 75050 11.300158 229 1351 1331 337.347888 0.008256 0.169570 50016 
854800000 13396 76227 11.380561 230 1344 1336 341.246044 0.007972 0.168779 50485 
855800000 13518 77636 11.486315 233 1348 1327 347.232283 0.007842 0.168777 51134 
856800000 13616 78707 11.560958 233 1345 1323 351.551557 0.007359 0.167880 51568 
857800000 13727 79969 11.651344 234 1327 1321 356.195673 0.007830 0.167727 52105 
858800000 13826 81239 11.751627 237 1315 1330 361.255605 0.007784 0.167571 52649 
859800000 13919 82329 11.829729 238 1297 1329 365.303398 0.007806 0.167613 53123 
860800000 14039 83764 11.933044 239 1297 1323 370.478239 0.008327 0.166881 53752 
861800000 14128 84897 12.018262 241 1292 1330 377.463477 0.007405 0.166595 54342 
862800000 14234 85976 12.080371 242 1308 1314 381.192075 0.007512 0.165575 54858 
863800000 14358 87467 12.183730 243 1296 1322 387.078841 0.007943 0.165276 55537 
864800000 14466 88706 12.264067 243 1286 1323 392.042997 0.007620 0.165049 56120 
865800000 14596 90057 12.339956 245 1290 1321 396.022746 0.007514 0.163858 56673 
866800000 14741 91764 12.450173 246 1285 1319 402.421952 0.007893 0.163039 57455 
867800000 14887 93363 12.542890 248 1284 1315 407.065628 0.008177 0.161917 58129 
868800000 15010 95027 12.661825 251 1268 1301 413.184810 0.008157 0.161715 58929 
869800000 15147 96672 12.764508 251 1266 1292 419.319205 0.008242 0.161031 59667 
870800000 15279 98480 12.890896 254 1256 1288 426.851365 0.008654 0.160550 60561 
871800000 15412 100107 12.990786 255 1249 1284 432.505321 0.008762 0.159608 61299 
872800000 15523 101160 13.033563 256 1254 1276 434.825098 0.008972 0.159242 61768 
873800000 15641 102322 13.083818 256 1259 1284 437.991944 0.008955 0.158781 62302 
874800000 15769 104001 13.190564 256 1263 1283 447.523369 0.008152 0.158607 63207 
875800000 15903 105399 13.255235 257 1264 1286 451.193234 0.008631 0.157986 63813 
876800000 16016 106623 13.314560 259 1262 1286 454.552822 0.008947 0.157659 64358 
877800000 16172 108250 13.387336 262 1280 1286 459.198615 0.009007 0.156506 65060 
878800000 16321 109960 13.474665 264 1283 1279 464.395441 0.009026 0.156088 65820 
879800000 16431 111229 13.538920 265 1275 1284 467.848579 0.009216 0.155513 66363 
880800000 16620 113418 13.648375 272 1281 1291 474.368592 0.009342 0.154851 67319 
881800000 16780 115450 13.760429 275 1288 1290 484.710965 0.007490 0.154000 68313 
882800000 16935 117198 13.840921 277 1282 1290 489.989017 0.007442 0.153281 69070 
883800000 17013 118401 13.918886 279 1270 1289 494.711103 0.007430 0.153080 69619 
884800000 17104 119801 14.008536 280 1256 1280 501.406572 0.007158 0.153071 70281 
885800000 17208 120949 14.057299 282 1252 1266 503.906555 0.007392 0.152693 70766 
886800000 17319 122462 14.141925 282 1237 1264 508.938507 0.007278 0.152185 71452 
887800000 17415 123748 14.211657 284 1240 1270 514.682515 0.007229 0.151705 72065 
888800000 17532 125294 14.293178 285 1227 1266 519.312685 0.007356 0.151443 72688 
889800000 17742 127333 14.353850 286 1286 1252 525.585391 0.005912 0.150272 73591 
890800000 17844 128657 14.420197 286 1274 1258 529.223941 0.006164 0.150105 74141 
891800000 17945 130093 14.499081 288 1279 1256 534.354974 0.006514 0.149796 74777 
892800000 18032 131329 14.566216 289 1283 1248 538.568656 0.006642 0.149125 75334 
893800000 18167 132874 14.628062 290 1277 1247 542.926735 0.006745 0.148808 76016 
894800000 18266 134008 14.672944 291 1266 1253 545.376985 0.006861 0.148446 76455 
895800000 18411 135782 14.750095 292 1247 1257 549.524523 0.007649 0.147720 77189 
896800000 18546 137335 14.810202 293 1249 1264 553.849024 0.007623 0.147087 77872 
897800000 18699 139351 14.904647 296 1252 1270 559.802021 0.007489 0.146408 78726 
898800000 18829 141164 14.994317 298 1242 1279 567.887620 0.007062 0.145515 79598 
899800000 18954 142753 15.063100 300 1235 1283 571.740319 0.007219 0.145019 80243 
900800000 19109 144710 15.145743 302 1232 1290 577.735622 0.007590 0.144508 81115 
901800000 19254 146587 15.226654 304 1237 1289 584.411862 0.007461 0.143873 81982 
902800000 19369 148017 15.283907 304 1238 1292 588.070525 0.007505 0.143423 82583 
903800000 19463 149187 15.330319 306 1232 1289 590.974053 0.007679 0.143160 83083 
904800000 19633 151436 15.426680 307 1231 1298 597.268986 0.007967 0.142504 84056 
905800000 19769 153143 15.493247 308 1228 1287 601.699631 0.008056 0.142352 84799 
906800000 19937 155267 15.575764 308 1228 1282 606.885088 0.008256 0.141658 85649 
907800000 20062 157015 15.652976 312 1219 1279 612.948260 0.008335 0.141104 86455 
908800000 20185 158533 15.708001 313 1222 1275 616.232846 0.008674 0.140496 87081 
909800000 20347 160547 15.780901 314 1238 1265 621.085271 0.008776 0.139734 87904 
910800000 20457 162171 15.854817 314 1235 1258 625.768197 0.008798 0.139391 88577 
911800000 20593 164078 15.935318 315 1238 1270 631.921041 0.008677 0.139075 89432 
912800000 20732 166358 16.048428 317 1236 1276 640.689658 0.008917 0.138781 90535 
913800000 20875 168598 16.153102 318 1231 1276 649.018826 0.008503 0.138332 91583 
914800000 21000 170388 16.227429 320 1233 1272 654.499619 0.008632 0.137924 92347 
915800000 21091 171842 16.295292 320 1228 1274 659.465839 0.008604 0.137310 92963 
916800000 21190 173383 16.364606 321 1217 1273 663.849552 0.008932 0.136630 93586 
917800000 21303 174907 16.420880 321 1213 1281 668.001690 0.009006 0.136217 94275 
918800000 21424 176710 16.496453 322 1203 1271 673.095874 0.009132 0.135861 95084 
919800000 21553 178334 16.548416 324 1200 1280 677.136083 0.009000 0.135539 95748 
920800000 21674 180300 16.637446 326 1196 1279 683.185291 0.009212 0.135045 96639 
921800000 21803 182226 16.715681 326 1199 1267 689.247535 0.009525 0.134601 97526 
922800000 21941 184524 16.820017 327 1203 1270 696.631147 0.009468 0.134187 98589 
923800000 22069 186696 16.919299 329 1207 1277 703.782682 0.009727 0.133413 99566 
924800000 22203 188726 17.000045 330 1206 1275 709.276854 0.009708 0.133308 100482 
925800000 22319 190634 17.082665 332 1211 1263 716.241409 0.009540 0.132954 101341 
926800000 22452 192697 17.165241 334 1210 1258 722.225192 0.009766 0.132460 102267 
927800000 22613 195239 17.267855 334 1201 1260 730.398886 0.009776 0.132044 103424 
928800000 22761 198031 17.400905 337 1189 1267 740.483283 0.009858 0.131588 104733 
929800000 22909 200546 17.508054 341 1178 1266 748.320223 0.009673 0.131335 105870 
930800000 23041 202733 17.597587 343 1178 1267 754.967493 0.009856 0.130830 106850 
931800000 23163 204427 17.651168 343 1191 1265 759.140008 0.009902 0.130415 107568 
932800000 23331 206972 17.742231 344 1186 1265 765.928593 0.009843 0.129882 108680 
933800000 23487 209411 17.832077 345 1178 1271 772.423468 0.010037 0.129873 109774 
934800000 23598 211197 17.899568 345 1182 1268 777.472074 0.009917 0.129207 110558 
935800000 23726 213151 17.967715 346 1181 1266 782.336424 0.010153 0.129051 111410 
936800000 23859 215567 18.070078 349 1177 1254 790.372857 0.010185 0.128633 112501 
937800000 24004 217946 18.159140 351 1177 1249 796.861106 0.010390 0.128142 113575 
938800000 24161 220329 18.238401 352 1179 1249 803.050950 0.010189 0.128112 114694 
939800000 24282 222528 18.328638 353 1179 1249 810.156495 0.010267 0.127808 115704 
940800000 24427 224395 18.372702 355 1189 1246 813.890695 0.010169 0.127221 116439 
941800000 24583 227200 18.484318 357 1191 1243 822.430460 0.010313 0.126803 117711 
942800000 24712 229901 18.606426 358 1181 1244 832.406847 0.010283 0.126579 118991 
943800000 24840 231963 18.676570 359 1184 1243 837.647987 0.010479 0.126250 119846 
944800000 24971 233981 18.740219 362 1193 1238 842.540307 0.010557 0.125798 120736 
945800000 25135 236751 18.838353 362 1202 1228 850.810344 0.010480 0.125393 122046 
946800000 25238 238474 18.898011 362 1197 1231 855.178461 0.010543 0.125306 122829 
947800000 25354 240402 18.963635 365 1193 1232 860.165181 0.010545 0.125355 123718 
948800000 25490 242305 19.011769 366 1190 1237 864.588466 0.010392 0.125214 124567 
949800000 25631 244886 19.108579 366 1186 1237 872.341149 0.010454 0.124892 125742 
950800000 25765 247102 19.181215 367 1187 1248 878.110460 0.010495 0.124778 126746 
951800000 25875 249327 19.271652 370 1188 1241 886.100560 0.010200 0.124389 127819 
952800000 25993 251301 19.336052 371 1186 1246 892.844997 0.010168 0.124152 128775 
953800000 26123 254229 19.463997 375 1178 1243 907.132871 0.010759 0.123964 130507 
954800000 26237 256274 19.535313 376 1175 1232 913.685330 0.010934 0.123640 131483 
955800000 26367 258400 19.600258 376 1179 1228 918.946259 0.010954 0.123122 132407 
956800000 26466 260124 19.657221 378 1183 1231 924.149021 0.010839 0.123047 133205 
957800000 26566 261973 19.722427 379 1178 1239 931.836407 0.009999 0.122826 134122 
958800000 26707 264687 19.821545 381 1183 1218 941.187179 0.010183 0.122175 135409 
959800000 26834 267049 19.903779 384 1183 1223 947.627040 0.010088 0.121722 136451 
960800000 26949 269047 19.967123 386 1180 1225 953.703217 0.010178 0.121450 137408 
961800000 27115 271821 20.049493 389 1177 1235 961.525576 0.010144 0.120971 138614 
962800000 27241 273934 20.111890 389 1177 1229 966.432363 0.010261 0.120542 139528 
963800000 27362 275985 20.172867 390 1178 1226 971.318325 0.010355 0.120202 140396 
964800000 27542 279604 20.303827 391 1171 1231 982.477816 0.010501 0.119758 142038 
965800000 27647 281445 20.359894 392 1171 1228 986.963142 0.010540 0.119483 142843 
966800000 27785 283788 20.427425 393 1164 1231 992.882203 0.010435 0.119317 143923 
967800000 27914 286033 20.493874 396 1168 1230 999.098159 0.010432 0.118897 144969 
968800000 28050 288075 20.540107 399 1170 1227 1003.111444 0.010547 0.118621 145856 
969800000 28182 289960 20.577674 400 1166 1235 1006.454758 0.010561 0.118271 146671 
970800000 28312 292192 20.640859 402 1164 1231 1011.975982 0.010426 0.117954 147631 
971800000 28456 294388 20.690751 403 1161 1236 1016.876441 0.010469 0.117640 148603 
972800000 28583 296492 20.746038 404 1160 1238 1021.445754 0.010515 0.117287 149514 
