1470836137 0 0 0.000000 0 0 0 0.000000 0.000000 0.000000 0 
1471440937 78 192 4.923077 50 24 18 69.333333 -0.315395 0.370712 165 
1472045737 590 2694 9.132203 283 181 92 463.688136 -0.242665 0.333475 7559 
1472650537 1580 10299 13.036709 632 449 210 1136.821519 -0.192112 0.279279 44026 
1473255337 2535 18916 14.923866 911 709 332 1668.308481 -0.176998 0.252440 92722 
1473860137 3563 26730 15.004210 1108 1040 488 1940.973898 -0.173143 0.238264 148847 
1474464937 4182 32948 15.757054 1211 1230 577 2227.977523 -0.175106 0.238961 204126 
1475069737 5073 40858 16.108023 1346 1512 690 2472.148236 -0.169576 0.230872 266725 
1475674537 5607 47214 16.841091 1451 1675 741 2785.208133 -0.171387 0.231286 340592 
1476279337 6962 58828 16.899741 1693 2140 928 3143.243321 -0.174237 0.226316 449239 
1476884137 8238 70813 17.191794 1895 2582 1134 3471.286477 -0.173154 0.223122 571416 
1477488937 9057 82847 18.294579 2097 2761 1233 3975.268632 -0.170777 0.223966 711411 
1478093737 9833 95353 19.394488 2260 3017 1347 4516.375064 -0.172026 0.227643 907654 
1478698537 11037 108537 19.667845 2560 3366 1503 4885.477938 -0.164334 0.230069 1114858 
